,Lista/Pacto,Partido,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
56,Válidamente Emitidos,,76.0,"91,57%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,22V
57,Votos Nulos,,3.0,"3,61%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,22V
58,Votos en Blanco,,4.0,"4,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,22V
59,Total Votación,,83.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,22V
1,AA.CHILE PODEMOS +,,36.0,"25,17%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,10.0,"6,99%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,10.0,"6,99%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
7,UNION DEMOCRATA INDEPENDIENTE,,9.0,"6,29%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
8,11. SANDRA AMAR MANCILLA,IND-UDI,9.0,"6,29%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
11,RENOVACION NACIONAL,,17.0,"11,89%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,17.0,"11,89%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
16,AB.PARTIDO DE LA GENTE,,6.0,"4,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
18,PARTIDO DE LA GENTE,,6.0,"4,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,3.0,"2,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,3.0,"2,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
24,AH.NUEVO PACTO SOCIAL,,5.0,"3,50%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
26,PARTIDO DEMOCRATA CRISTIANO,,1.0,"0,70%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
27,15. NINEN GOMEZ VILLEGAS,PDC,1.0,"0,70%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
30,PARTIDO SOCIALISTA DE CHILE,,4.0,"2,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,4.0,"2,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
35,AN.DIGNIDAD AHORA,,5.0,"3,50%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
37,PARTIDO HUMANISTA,,5.0,"3,50%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,5.0,"3,50%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
42,AR.APRUEBO DIGNIDAD,,18.0,"12,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
44,CONVERGENCIA SOCIAL,,18.0,"12,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,13.0,"9,09%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,5.0,"3,50%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
50,CANDIDATURA INDEPENDIENTE,,73.0,"51,05%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,73.0,"51,05%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
56,Válidamente Emitidos,,143.0,"95,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
57,Votos Nulos,,3.0,"2,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
58,Votos en Blanco,,4.0,"2,67%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
59,Total Votación,,150.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V
1,AA.CHILE PODEMOS +,,31.0,"24,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,11.0,"8,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,11.0,"8,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
7,UNION DEMOCRATA INDEPENDIENTE,,5.0,"4,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
8,11. SANDRA AMAR MANCILLA,IND-UDI,5.0,"4,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
11,RENOVACION NACIONAL,,15.0,"12,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,15.0,"12,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
16,AB.PARTIDO DE LA GENTE,,4.0,"3,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
18,PARTIDO DE LA GENTE,,4.0,"3,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,3.0,"2,40%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,1.0,"0,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
24,AH.NUEVO PACTO SOCIAL,,6.0,"4,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
26,PARTIDO DEMOCRATA CRISTIANO,,2.0,"1,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
27,15. NINEN GOMEZ VILLEGAS,PDC,2.0,"1,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
30,PARTIDO SOCIALISTA DE CHILE,,4.0,"3,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,4.0,"3,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
35,AN.DIGNIDAD AHORA,,5.0,"4,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
37,PARTIDO HUMANISTA,,5.0,"4,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,5.0,"4,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
42,AR.APRUEBO DIGNIDAD,,19.0,"15,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
44,CONVERGENCIA SOCIAL,,19.0,"15,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,17.0,"13,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,2.0,"1,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
50,CANDIDATURA INDEPENDIENTE,,60.0,"48,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,60.0,"48,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
56,Válidamente Emitidos,,125.0,"88,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
57,Votos Nulos,,7.0,"4,93%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
58,Votos en Blanco,,10.0,"7,04%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
59,Total Votación,,142.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V
1,AA.CHILE PODEMOS +,,29.0,"21,17%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,11.0,"8,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,11.0,"8,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
7,UNION DEMOCRATA INDEPENDIENTE,,9.0,"6,57%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
8,11. SANDRA AMAR MANCILLA,IND-UDI,9.0,"6,57%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
11,RENOVACION NACIONAL,,9.0,"6,57%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,9.0,"6,57%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
16,AB.PARTIDO DE LA GENTE,,6.0,"4,38%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
18,PARTIDO DE LA GENTE,,6.0,"4,38%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,3.0,"2,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,3.0,"2,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
24,AH.NUEVO PACTO SOCIAL,,6.0,"4,38%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
26,PARTIDO DEMOCRATA CRISTIANO,,4.0,"2,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
27,15. NINEN GOMEZ VILLEGAS,PDC,4.0,"2,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
30,PARTIDO SOCIALISTA DE CHILE,,2.0,"1,46%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,2.0,"1,46%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
35,AN.DIGNIDAD AHORA,,4.0,"2,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
37,PARTIDO HUMANISTA,,4.0,"2,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,4.0,"2,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
42,AR.APRUEBO DIGNIDAD,,13.0,"9,49%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
44,CONVERGENCIA SOCIAL,,13.0,"9,49%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,11.0,"8,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,2.0,"1,46%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
50,CANDIDATURA INDEPENDIENTE,,79.0,"57,66%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,79.0,"57,66%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
56,Válidamente Emitidos,,137.0,"95,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
57,Votos Nulos,,4.0,"2,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
58,Votos en Blanco,,2.0,"1,40%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
59,Total Votación,,143.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V
1,AA.CHILE PODEMOS +,,26.0,"22,41%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,15.0,"12,93%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,15.0,"12,93%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
7,UNION DEMOCRATA INDEPENDIENTE,,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
8,11. SANDRA AMAR MANCILLA,IND-UDI,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
11,RENOVACION NACIONAL,,8.0,"6,90%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,8.0,"6,90%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
16,AB.PARTIDO DE LA GENTE,,13.0,"11,21%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
18,PARTIDO DE LA GENTE,,13.0,"11,21%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,7.0,"6,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,6.0,"5,17%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
24,AH.NUEVO PACTO SOCIAL,,4.0,"3,45%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
26,PARTIDO DEMOCRATA CRISTIANO,,1.0,"0,86%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
27,15. NINEN GOMEZ VILLEGAS,PDC,1.0,"0,86%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
30,PARTIDO SOCIALISTA DE CHILE,,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
35,AN.DIGNIDAD AHORA,,7.0,"6,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
37,PARTIDO HUMANISTA,,7.0,"6,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,7.0,"6,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
42,AR.APRUEBO DIGNIDAD,,20.0,"17,24%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
44,CONVERGENCIA SOCIAL,,20.0,"17,24%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,15.0,"12,93%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,5.0,"4,31%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
50,CANDIDATURA INDEPENDIENTE,,46.0,"39,66%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,46.0,"39,66%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
56,Válidamente Emitidos,,116.0,"91,34%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
57,Votos Nulos,,5.0,"3,94%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
58,Votos en Blanco,,6.0,"4,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
59,Total Votación,,127.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V
1,AA.CHILE PODEMOS +,,28.0,"19,31%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,27V (Descuadrada)
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,12.0,"8,28%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,NATALES,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,27V (Descuadrada)
